"id","question_id","question_number","category","difficulty","domain","question_text","options","correct_answer","explanation","explanation_details","multiple_answers"
24,124,24,"AWS Security - ML Data Protection","Application","Design Secure Applications","A healthcare company uses Amazon Comprehend Medical to analyze patient records and Amazon Textract for insurance form processing. They must ensure HIPAA compliance and data isolation. Which security configuration is MOST appropriate?","[{""text"": ""A) Use default service encryption and enable CloudTrail logging"", ""isCorrect"": false}, {""text"": ""B) Enable VPC endpoints, use customer-managed KMS keys, and create separate IAM roles per service"", ""isCorrect"": true}, {""text"": ""C) Process all data in a single private subnet with network ACLs"", ""isCorrect"": false}, {""text"": ""D) Use AWS managed keys and restrict access with S3 bucket policies"", ""isCorrect"": false}]","B) Enable VPC endpoints, use customer-managed KMS keys, and create separate IAM roles per service","VPC endpoints ensure private connectivity, customer-managed KMS keys provide encryption control, and separate IAM roles enable least privilege access for HIPAA compliance.","{""summary"": ""HIPAA-compliant ML service configuration:"", ""breakdown"": [""VPC endpoints: Keep data traffic within AWS network"", ""Customer-managed KMS: Full control over encryption keys"", ""Separate IAM roles: Least privilege per service"", ""Audit trail: CloudTrail logs all API calls for compliance""], ""otherOptions"": ""A) Default encryption insufficient for HIPAA requirements\nC) Network ACLs don't provide service-level isolation\nD) AWS managed keys don't provide sufficient control""}",NULL
25,125,25,"AWS Security - Container Security","Expert","Design Secure Applications","A fintech application runs on EKS with sensitive payment processing workloads. The security team requires pod-level network isolation, secrets rotation every 30 days, and runtime threat detection. Which solution meets ALL requirements?","[{""text"": ""A) Calico network policies, AWS Secrets Manager, and Amazon Inspector"", ""isCorrect"": false}, {""text"": ""B) AWS App Mesh, Systems Manager Parameter Store, and CloudWatch Container Insights"", ""isCorrect"": false}, {""text"": ""C) EKS security groups for pods, AWS Secrets Manager with rotation, and Amazon GuardDuty EKS protection"", ""isCorrect"": true}, {""text"": ""D) Network ACLs, HashiCorp Vault, and AWS Config rules"", ""isCorrect"": false}]","C) EKS security groups for pods, AWS Secrets Manager with rotation, and Amazon GuardDuty EKS protection","EKS security groups provide pod-level isolation, Secrets Manager handles automatic rotation, and GuardDuty EKS protection offers runtime threat detection.","{""summary"": ""Comprehensive EKS security architecture:"", ""breakdown"": [""Security groups for pods: Fine-grained network isolation at pod level"", ""Secrets Manager: Automatic 30-day rotation with EKS integration"", ""GuardDuty EKS: Runtime threat detection and anomaly detection"", ""Native AWS integration: Simplified management and compliance""], ""otherOptions"": ""A) Inspector scans vulnerabilities, not runtime threats\nB) App Mesh is service mesh, not security focused\nD) Network ACLs too coarse for pod-level control""}",NULL
26,126,26,"AWS Architecture - Event-Driven Resilience","Expert","Design Resilient Architectures","An e-commerce platform must process orders from multiple channels (web, mobile, partners) with different formats. The system must handle 50,000 orders/hour during sales, ensure no order loss, and enable new channel integration without affecting existing ones. Which architecture provides the BEST resilience and scalability?","[{""text"": ""A) API Gateway with Lambda functions writing directly to DynamoDB"", ""isCorrect"": false}, {""text"": ""B) Amazon EventBridge with channel-specific rules routing to SQS queues and containerized processors"", ""isCorrect"": true}, {""text"": ""C) Kinesis Data Streams with Lambda consumers for each channel"", ""isCorrect"": false}, {""text"": ""D) Application Load Balancer with Auto Scaling EC2 instances"", ""isCorrect"": false}]","B) Amazon EventBridge with channel-specific rules routing to SQS queues and containerized processors","EventBridge provides event routing with schema registry, SQS ensures message durability, and containerized processors enable independent scaling per channel.","{""summary"": ""Event-driven architecture benefits:"", ""breakdown"": [""EventBridge: Central event router with content-based filtering"", ""Schema Registry: Validates events and enables discovery"", ""SQS queues: Guaranteed message delivery and buffering"", ""Container isolation: Each channel processor scales independently""], ""otherOptions"": ""A) Direct writes risk data loss during high load\nC) Kinesis overkill for transactional data, complex scaling\nD) Monolithic approach, difficult to add new channels""}",NULL
27,127,27,"AWS Architecture - Disaster Recovery","Application","Design Resilient Architectures","A financial services application requires RPO of 1 hour and RTO of 4 hours. The application uses Aurora PostgreSQL, EC2 instances with custom AMIs, and stores documents in S3. The DR solution must be cost-effective. Which approach meets these requirements?","[{""text"": ""A) Aurora Global Database with standby EC2 instances in secondary region"", ""isCorrect"": false}, {""text"": ""B) Aurora backups to secondary region, AMIs copied cross-region, S3 cross-region replication, and AWS Backup"", ""isCorrect"": true}, {""text"": ""C) Multi-region active-active deployment with Route 53 failover"", ""isCorrect"": false}, {""text"": ""D) Database snapshots and EC2 snapshots copied hourly to secondary region"", ""isCorrect"": false}]","B) Aurora backups to secondary region, AMIs copied cross-region, S3 cross-region replication, and AWS Backup","Backup-based DR meets RPO/RTO requirements cost-effectively: Aurora automated backups (continuous), AMIs ready for quick launch, S3 CRR for documents.","{""summary"": ""Cost-effective DR strategy components:"", ""breakdown"": [""Aurora backups: Point-in-time recovery within 5 minutes (meets 1-hour RPO)"", ""Cross-region AMI copies: Ready for quick EC2 launch"", ""S3 CRR: Near real-time replication for documents"", ""AWS Backup: Centralized backup management and compliance""], ""otherOptions"": ""A) Global Database expensive for 4-hour RTO requirement\nC) Active-active overkill and complex for these requirements\nD) Manual snapshots miss continuous data changes""}",NULL
28,128,28,"AWS Performance - API Optimization","Application","Design High-Performing Architectures","A mobile app backend serves personalized content to 10 million users globally. The API Gateway shows high latency for data aggregation from multiple microservices. Each request makes 5-7 service calls with 200ms average latency per call. Which solution provides the BEST performance improvement?","[{""text"": ""A) Implement API Gateway caching for all endpoints"", ""isCorrect"": false}, {""text"": ""B) Use AWS AppSync with GraphQL to batch and parallelize service calls"", ""isCorrect"": true}, {""text"": ""C) Add ElastiCache in front of each microservice"", ""isCorrect"": false}, {""text"": ""D) Increase Lambda memory allocation for faster processing"", ""isCorrect"": false}]","B) Use AWS AppSync with GraphQL to batch and parallelize service calls","AppSync with GraphQL reduces API calls through query batching and parallel resolution, dramatically reducing overall latency for aggregated data.","{""summary"": ""AppSync optimization benefits:"", ""breakdown"": [""Query batching: Single request instead of 5-7 calls"", ""Parallel resolution: Service calls execute simultaneously"", ""Reduced latency: From 1000-1400ms to 200-300ms total"", ""Caching built-in: Further performance improvements""], ""otherOptions"": ""A) Caching doesn't help with personalized content\nC) Still requires serial service calls\nD) Lambda memory doesn't solve aggregation latency""}",NULL
29,129,29,"AWS Performance - ML Inference","Expert","Design High-Performing Architectures","A video streaming platform needs real-time content moderation using computer vision ML models. They process 1,000 concurrent streams with <100ms inference latency requirement. Current SageMaker endpoint shows 300ms latency. Which optimization provides the required performance?","[{""text"": ""A) Use larger SageMaker instance types with more GPUs"", ""isCorrect"": false}, {""text"": ""B) Deploy models to Lambda with Provisioned Concurrency"", ""isCorrect"": false}, {""text"": ""C) Implement SageMaker multi-model endpoints with edge deployment using AWS IoT Greengrass"", ""isCorrect"": false}, {""text"": ""D) Use Amazon EC2 Inf1 instances with AWS Neuron for optimized inference"", ""isCorrect"": true}]","D) Use Amazon EC2 Inf1 instances with AWS Neuron for optimized inference","EC2 Inf1 instances with AWS Inferentia chips provide the lowest latency and highest throughput for real-time ML inference at scale.","{""summary"": ""Inf1 instance optimization benefits:"", ""breakdown"": [""AWS Inferentia chips: Purpose-built for ML inference"", ""Sub-100ms latency: Achievable with optimized models"", ""High throughput: Handle 1,000 concurrent streams"", ""Cost-effective: Up to 70% lower cost than GPU instances""], ""otherOptions"": ""A) Larger instances don't guarantee latency reduction\nB) Lambda cold starts and limits prevent consistent <100ms\nC) Edge deployment adds complexity without meeting core requirement""}",NULL
30,130,30,"AWS Cost Optimization - Hybrid Architecture","Expert","Design Cost-Optimized Architectures","A company wants to modernize their on-premises data warehouse (50TB) to AWS. They need to maintain some on-premises reporting tools while enabling cloud analytics. Budget is limited to $5,000/month. Query patterns: 20% hot data (daily), 30% warm (weekly), 50% cold (monthly). Which architecture provides the BEST cost optimization?","[{""text"": ""A) Migrate everything to Redshift with Reserved Instances"", ""isCorrect"": false}, {""text"": ""B) Use Redshift for hot data, Redshift Spectrum for warm/cold data in S3, with AWS Direct Connect"", ""isCorrect"": true}, {""text"": ""C) Keep all data on-premises and use Athena federated queries"", ""isCorrect"": false}, {""text"": ""D) Use RDS PostgreSQL with read replicas for all data"", ""isCorrect"": false}]","B) Use Redshift for hot data, Redshift Spectrum for warm/cold data in S3, with AWS Direct Connect","Tiered approach with Redshift for hot data and Spectrum for S3-based warm/cold data provides optimal price-performance within budget constraints.","{""summary"": ""Hybrid data warehouse optimization:"", ""breakdown"": [""Redshift (10TB): ~$2,500/month for hot data performance"", ""S3 + Spectrum (40TB): ~$1,000/month for warm/cold storage"", ""Direct Connect: ~$1,500/month for reliable hybrid connectivity"", ""Total: ~$5,000/month within budget with optimal performance""], ""otherOptions"": ""A) Full Redshift for 50TB exceeds budget significantly\nC) Athena federated queries too slow for hot data needs\nD) RDS not optimized for analytics workloads, would exceed budget""}",NULL
31,131,31,"AWS Cost Optimization - Serverless Economics","Expert","Design Cost-Optimized Architectures","A news aggregation service processes 50 million articles monthly with unpredictable spikes during breaking news (up to 10x normal load). Current EC2-based architecture costs $12,000/month and struggles with spike handling. Articles average 5KB, require text analysis, and must be searchable within 1 minute. Which serverless architecture provides the best cost optimization while meeting requirements?","[{""text"": ""A) API Gateway → Lambda → DynamoDB with ElasticSearch"", ""isCorrect"": false}, {""text"": ""B) EventBridge → SQS → Lambda with concurrent execution limits → S3 → Athena with Glue crawlers"", ""isCorrect"": true}, {""text"": ""C) Kinesis Data Streams → Kinesis Analytics → RDS"", ""isCorrect"": false}, {""text"": ""D) Step Functions orchestrating multiple Lambda functions → Aurora Serverless"", ""isCorrect"": false}]","B) EventBridge → SQS → Lambda with concurrent execution limits → S3 → Athena with Glue crawlers","EventBridge with SQS provides event buffering for spikes, Lambda with concurrency limits controls costs, S3 offers cheap storage, and Athena enables SQL searches without database costs.","{""summary"": ""Serverless architecture cost optimization:"", ""breakdown"": [""EventBridge + SQS: Handles 10x spikes without over-provisioning"", ""Lambda concurrency limits: Prevents runaway costs during spikes"", ""S3 storage: $0.023/GB vs database storage at $0.10/GB"", ""Athena queries: Pay-per-query ($5/TB scanned) vs always-on database""], ""otherOptions"": ""A) ElasticSearch cluster costs $3000+/month minimum\nC) Kinesis Analytics expensive for sporadic spikes\nD) Aurora Serverless still has minimum capacity costs""}",NULL
32,132,32,"AWS Cost Optimization - Container Right-Sizing","Application","Design Cost-Optimized Architectures","A microservices application runs 40 containers on ECS with varying resource needs: 10 containers need 4 vCPU/8GB (API servers), 20 need 1 vCPU/2GB (workers), and 10 need 0.5 vCPU/1GB (sidecars). Current costs using m5.4xlarge instances are $8,000/month with 35% CPU utilization. Which optimization strategy provides maximum cost savings?","[{""text"": ""A) Switch to larger instances for better CPU:memory ratio"", ""isCorrect"": false}, {""text"": ""B) Use ECS capacity providers with mixed instance types and Spot for workers"", ""isCorrect"": true}, {""text"": ""C) Migrate all containers to Fargate with right-sized task definitions"", ""isCorrect"": false}, {""text"": ""D) Implement cluster auto-scaling based on CPU utilization"", ""isCorrect"": false}]","B) Use ECS capacity providers with mixed instance types and Spot for workers","Capacity providers enable mixing instance types optimized for different workloads, while Spot instances for stateless workers can reduce costs by 70-90%.","{""summary"": ""Container cost optimization strategy:"", ""breakdown"": [""Mixed instances: c5 for CPU-intensive, r5 for memory-intensive"", ""Spot for workers: 70% savings on 20 containers (stateless)"", ""Better bin packing: Increases utilization from 35% to 75%"", ""Total savings: Approximately 60% reduction from $8,000""], ""otherOptions"": ""A) Larger instances worsen utilization problems\nC) Fargate more expensive for predictable workloads\nD) Auto-scaling doesn't address instance type mismatch""}",NULL
33,133,33,"AWS ML Services Integration","Application","Design Secure Applications","A social media platform needs to detect inappropriate content in user posts (text and images) in real-time. They process 1 million posts daily and must comply with COPPA regulations for users under 13. Which combination of AWS services provides comprehensive content moderation with compliance controls?","[{""text"": ""A) Amazon Comprehend for text and custom SageMaker model for images"", ""isCorrect"": false}, {""text"": ""B) Amazon Rekognition Content Moderation, Amazon Comprehend toxicity detection, with Lambda age-gating logic"", ""isCorrect"": true}, {""text"": ""C) Amazon Textract for text extraction and Amazon Personalize for content filtering"", ""isCorrect"": false}, {""text"": ""D) AWS Glue for data preparation and Amazon Forecast for predicting inappropriate content"", ""isCorrect"": false}]","B) Amazon Rekognition Content Moderation, Amazon Comprehend toxicity detection, with Lambda age-gating logic","Rekognition provides pre-trained image moderation, Comprehend detects toxic text, and Lambda implements age-appropriate filtering logic for COPPA compliance.","{""summary"": ""Content moderation architecture components:"", ""breakdown"": [""Rekognition: Detects inappropriate images (violence, adult content)"", ""Comprehend: Identifies toxic text, PII, and sentiment"", ""Lambda age-gating: Applies stricter rules for users under 13"", ""Real-time processing: Sub-second moderation decisions""], ""otherOptions"": ""A) Custom models require training data and maintenance\nC) Textract is for document processing, not moderation\nD) Forecast predicts time-series data, not content issues""}",NULL
34,134,34,"AWS Architecture - IoT and Edge","Expert","Design Resilient Architectures","A manufacturing company operates 500 factories with 100 IoT sensors each, generating 1KB messages every second. They need local anomaly detection with sub-second response, cloud-based analytics, and must operate during internet outages. Which architecture provides the required edge computing capabilities?","[{""text"": ""A) Direct IoT Core ingestion with Kinesis Analytics for anomaly detection"", ""isCorrect"": false}, {""text"": ""B) AWS IoT Greengrass with Lambda functions, local message routing, and intermittent cloud sync"", ""isCorrect"": true}, {""text"": ""C) EC2 instances in each factory with VPN connections to cloud"", ""isCorrect"": false}, {""text"": ""D) AWS Outposts in each factory for local processing"", ""isCorrect"": false}]","B) AWS IoT Greengrass with Lambda functions, local message routing, and intermittent cloud sync","IoT Greengrass enables local Lambda execution for sub-second anomaly detection, continues operating offline, and synchronizes with cloud when connected.","{""summary"": ""Edge computing with IoT Greengrass benefits:"", ""breakdown"": [""Local Lambda: Sub-second anomaly detection at edge"", ""Offline operation: Continues processing during outages"", ""Efficient sync: Batches data for cloud analytics when connected"", ""Cost-effective: No need for servers in 500 locations""], ""otherOptions"": ""A) Requires constant internet, no local processing\nC) Managing 500 EC2 instances operationally complex\nD) Outposts overkill and expensive for IoT workloads""}",NULL
35,135,35,"AWS Cost Optimization - Streaming Data","Application","Design Cost-Optimized Architectures","A ride-sharing app ingests 100,000 location updates per second during peak hours (6-9 AM, 5-8 PM) but only 5,000 per second during off-peak. Current Kinesis Data Streams with provisioned shards costs $15,000/month. Real-time processing is required only during peak hours; batch processing is acceptable off-peak. Which architecture reduces costs while meeting requirements?","[{""text"": ""A) Kinesis Data Streams with auto-scaling shards based on traffic"", ""isCorrect"": false}, {""text"": ""B) Kinesis Data Streams On-Demand for peaks, Kinesis Firehose to S3 for off-peak batch"", ""isCorrect"": true}, {""text"": ""C) Replace with SQS queues and Lambda functions"", ""isCorrect"": false}, {""text"": ""D) DynamoDB Streams with Lambda triggers"", ""isCorrect"": false}]","B) Kinesis Data Streams On-Demand for peaks, Kinesis Firehose to S3 for off-peak batch","Kinesis On-Demand eliminates over-provisioning costs while Firehose to S3 provides cost-effective batch processing during off-peak hours.","{""summary"": ""Streaming cost optimization strategy:"", ""breakdown"": [""Kinesis On-Demand: Pay only for actual throughput"", ""Peak hours: Real-time processing as required"", ""Off-peak Firehose: 90% cheaper than real-time streams"", ""Estimated savings: 65% reduction from $15,000/month""], ""otherOptions"": ""A) Auto-scaling still requires minimum shards\nC) SQS lacks streaming semantics for real-time\nD) DynamoDB Streams tied to table operations""}",NULL
36,136,36,"AWS Architecture - Multi-Region","Expert","Design Resilient Architectures","A global trading platform requires <10ms latency for 99% of users across US, EU, and APAC regions. The platform processes 1 million trades daily with strict consistency requirements. Each trade must be reflected globally within 100ms. Current single-region deployment shows 150ms+ latency for distant users. Which multi-region architecture best meets these requirements?","[{""text"": ""A) Deploy full stack in each region with eventual consistency"", ""isCorrect"": false}, {""text"": ""B) Aurora Global Database with local read replicas, Route 53 geolocation routing, and DynamoDB Global Tables for session data"", ""isCorrect"": true}, {""text"": ""C) Single region with CloudFront caching for static content"", ""isCorrect"": false}, {""text"": ""D) Active-active regions with asynchronous replication"", ""isCorrect"": false}]","B) Aurora Global Database with local read replicas, Route 53 geolocation routing, and DynamoDB Global Tables for session data","Aurora Global Database provides <1 second replication with strong consistency, local read replicas ensure <10ms reads, while DynamoDB Global Tables handle session state with automatic conflict resolution.","{""summary"": ""Multi-region architecture for low latency trading:"", ""breakdown"": [""Aurora Global: <1 second cross-region replication"", ""Local read replicas: <10ms read latency per region"", ""Write forwarding: Maintains consistency for trades"", ""DynamoDB Global Tables: Multi-master for session data""], ""otherOptions"": ""A) Eventual consistency violates trade requirements\nC) CloudFront doesn't help with dynamic trade data\nD) Async replication can't guarantee 100ms consistency""}",NULL
37,137,37,"AWS Security - Zero Trust Architecture","Expert","Design Secure Applications","A financial services company needs to implement zero-trust access to their AWS environment for 500 developers across 50 teams. Requirements include: no long-lived credentials, audit trail of all actions, team-based access boundaries, and integration with existing Okta SSO. Which solution provides the most comprehensive zero-trust implementation?","[{""text"": ""A) IAM users with MFA and IP restrictions for each developer"", ""isCorrect"": false}, {""text"": ""B) AWS SSO with Okta integration, Permission Sets with session tags, and CloudTrail with EventBridge rules"", ""isCorrect"": true}, {""text"": ""C) Cognito user pools with custom authorizers"", ""isCorrect"": false}, {""text"": ""D) IAM roles with external ID and session policies"", ""isCorrect"": false}]","B) AWS SSO with Okta integration, Permission Sets with session tags, and CloudTrail with EventBridge rules","AWS SSO provides temporary credentials, Okta integration enables SAML-based authentication, Permission Sets with session tags enforce team boundaries, while CloudTrail ensures complete audit trails.","{""summary"": ""Zero-trust implementation components:"", ""breakdown"": [""AWS SSO: No long-lived credentials, automatic rotation"", ""Permission Sets: Team-based access with session tags"", ""Okta SAML: Leverages existing identity provider"", ""CloudTrail + EventBridge: Real-time audit and alerting""], ""otherOptions"": ""A) IAM users require long-lived access keys\nC) Cognito designed for application users, not AWS access\nD) Missing centralized management for 500 developers""}",NULL
38,138,38,"AWS Performance - Hybrid Networking","Application","Design High-Performing Architectures","A media company needs to transfer 50TB of daily video content from on-premises editing stations to S3 for processing. Current internet upload takes 20 hours, causing production delays. The solution must complete transfers within 4 hours and support 100 concurrent editor workstations. Which approach best meets these performance requirements?","[{""text"": ""A) Multiple Site-to-Site VPN connections with ECMP"", ""isCorrect"": false}, {""text"": ""B) AWS Direct Connect with Virtual Interfaces and S3 Transfer Acceleration"", ""isCorrect"": true}, {""text"": ""C) Storage Gateway File Gateway with local cache"", ""isCorrect"": false}, {""text"": ""D) Daily AWS Snowball Edge shipments"", ""isCorrect"": false}]","B) AWS Direct Connect with Virtual Interfaces and S3 Transfer Acceleration","Direct Connect provides dedicated bandwidth for consistent transfer speeds, VIFs enable private S3 connectivity, and Transfer Acceleration optimizes the upload path for concurrent workstations.","{""summary"": ""High-performance hybrid transfer solution:"", ""breakdown"": [""Direct Connect: 10Gbps dedicated bandwidth"", ""VIF to S3: Private connectivity, no internet congestion"", ""Transfer Acceleration: Optimizes for 100 concurrent uploads"", ""50TB in 4 hours: Requires ~3.5Gbps sustained throughput""], ""otherOptions"": ""A) VPN limited to ~1.25Gbps aggregate bandwidth\nC) File Gateway adds latency and cache limitations\nD) Snowball shipping time exceeds 4-hour requirement""}",NULL
39,139,39,"AWS Architecture - Event-Driven Serverless","Expert","Design High-Performing Architectures","An e-commerce platform needs to process order events with multiple downstream systems: inventory (must process once), shipping (at-least-once), analytics (can tolerate duplicates), and email (exactly-once). Order volume varies from 100/minute to 10,000/minute during flash sales. Which event-driven architecture ensures correct delivery semantics for each consumer?","[{""text"": ""A) SNS with SQS queues for all consumers"", ""isCorrect"": false}, {""text"": ""B) EventBridge with rules routing to SQS FIFO for inventory, standard SQS for shipping, Kinesis for analytics, and Step Functions for email"", ""isCorrect"": true}, {""text"": ""C) Kinesis Data Streams with Lambda consumers"", ""isCorrect"": false}, {""text"": ""D) Direct Lambda invocations with error handling"", ""isCorrect"": false}]","B) EventBridge with rules routing to SQS FIFO for inventory, standard SQS for shipping, Kinesis for analytics, and Step Functions for email","EventBridge provides content-based routing, SQS FIFO ensures exactly-once processing, standard SQS handles at-least-once, Kinesis supports analytics replay, and Step Functions manages email workflow state.","{""summary"": ""Event delivery semantics per consumer:"", ""breakdown"": [""SQS FIFO: Exactly-once for critical inventory updates"", ""Standard SQS: At-least-once with retry for shipping"", ""Kinesis: Replay capability for analytics reprocessing"", ""Step Functions: Manages email state to prevent duplicates""], ""otherOptions"": ""A) SNS+SQS doesn't provide exactly-once semantics\nC) Kinesis requires all consumers to process in order\nD) Direct invocations lack delivery guarantees""}",NULL
40,140,40,"AWS Cost Optimization - Modern Architectures","Expert","Design Cost-Optimized Architectures","A SaaS company runs 200 customer environments, each with identical architecture: ALB, 2-10 EC2 instances, RDS MySQL, and 50GB of S3 storage. Monthly costs are $400,000 with only 30% resource utilization. Customers require isolation for compliance. Which modernization approach provides maximum cost reduction while maintaining isolation?","[{""text"": ""A) Containerize applications and run all customers on shared EKS cluster"", ""isCorrect"": false}, {""text"": ""B) AWS App Runner with customer-specific environments, Aurora Serverless v2, and S3 bucket policies"", ""isCorrect"": true}, {""text"": ""C) Lambda functions with RDS Proxy and separate VPCs"", ""isCorrect"": false}, {""text"": ""D) Consolidate all customers into a single multi-tenant application"", ""isCorrect"": false}]","B) AWS App Runner with customer-specific environments, Aurora Serverless v2, and S3 bucket policies","App Runner provides serverless compute with environment isolation, Aurora Serverless v2 scales database resources based on actual usage, eliminating overprovisioning while maintaining compliance isolation.","{""summary"": ""Serverless multi-tenant cost optimization:"", ""breakdown"": [""App Runner: Pay-per-request pricing, no idle EC2 costs"", ""Aurora Serverless v2: Scales down to 0.5 ACU when idle"", ""Environment isolation: Separate App Runner services per customer"", ""Estimated savings: 70% reduction through utilization-based pricing""], ""otherOptions"": ""A) Shared cluster violates compliance isolation requirements\nC) Lambda cold starts problematic for web applications\nD) Multi-tenant architecture breaks compliance requirements""}",NULL
41,141,41,"AWS Storage Concepts","Knowledge","Design High-Performing Architectures","A company needs to choose between different AWS storage types for various workloads. Which statement BEST describes the appropriate use cases for each storage type?","[{""text"": ""A) Use object storage for databases, block storage for file shares, file storage for web content"", ""isCorrect"": false}, {""text"": ""B) Use block storage for databases, file storage for shared access, object storage for web content"", ""isCorrect"": true}, {""text"": ""C) Use file storage for databases, object storage for shared access, block storage for web content"", ""isCorrect"": false}, {""text"": ""D) All storage types can be used interchangeably for any workload"", ""isCorrect"": false}]","B) Use block storage for databases, file storage for shared access, object storage for web content","Block storage (EBS) provides high IOPS for databases, file storage (EFS) enables shared access, object storage (S3) scales for web content.","{""summary"": ""AWS storage type characteristics:"", ""breakdown"": [""Block storage (EBS): High IOPS, low latency, ideal for databases and boot volumes"", ""File storage (EFS): POSIX-compliant, shared access, good for content repositories"", ""Object storage (S3): Auto-scaling, REST API, perfect for web content and backups"", ""Each type optimized for specific access patterns and performance requirements""], ""otherOptions"": ""A) Object storage not suitable for database IOPS requirements\nC) File storage lacks the IOPS performance needed for databases\nD) Each storage type has specific use cases and limitations""}",NULL
42,142,42,"AWS Storage Concepts","Application","Design Resilient Architectures","An enterprise is migrating from on-premises and needs to maintain compatibility with existing storage protocols. They use NFS for Unix systems, SMB for Windows, and iSCSI for SAN storage. Which AWS services provide the BEST protocol compatibility?","[{""text"": ""A) S3 for all protocols using third-party gateways"", ""isCorrect"": false}, {""text"": ""B) EFS for NFS, FSx for Windows for SMB, Storage Gateway for iSCSI"", ""isCorrect"": true}, {""text"": ""C) EBS for all protocols using EC2 instance configuration"", ""isCorrect"": false}, {""text"": ""D) DataSync for protocol translation across all storage types"", ""isCorrect"": false}]","B) EFS for NFS, FSx for Windows for SMB, Storage Gateway for iSCSI","AWS provides native protocol support: EFS (NFS), FSx for Windows (SMB), Storage Gateway (iSCSI) for seamless migration.","{""summary"": ""Native AWS protocol support:"", ""breakdown"": [""EFS: Native NFS v4.1, POSIX-compliant, Linux/Unix compatibility"", ""FSx for Windows: Native SMB, Active Directory integration"", ""Storage Gateway: iSCSI interface, hybrid cloud connectivity"", ""No application changes required for protocol compatibility""], ""otherOptions"": ""A) S3 doesn't natively support NFS/SMB/iSCSI protocols\nC) EBS provides block storage but not protocol-level compatibility\nD) DataSync is for data transfer, not protocol translation""}",NULL
43,143,43,"AWS S3 Deep Dive","Application","Design Resilient Architectures","A media company requires 99.999999999% (11 9s) data durability for their video assets. They need to understand the difference between S3 durability and availability for their SLA reporting. Which statement is CORRECT about S3 durability vs availability?","[{""text"": ""A) Durability and availability are identical metrics across all S3 storage classes"", ""isCorrect"": false}, {""text"": ""B) Durability (11 9s) represents data loss protection, while availability varies by storage class"", ""isCorrect"": true}, {""text"": ""C) Availability is always higher than durability in S3"", ""isCorrect"": false}, {""text"": ""D) Only S3 Standard provides 11 9s durability"", ""isCorrect"": false}]","B) Durability (11 9s) represents data loss protection, while availability varies by storage class","S3 provides 11 9s durability (data loss protection) across ALL storage classes, but availability (uptime) varies by class.","{""summary"": ""S3 durability vs availability:"", ""breakdown"": [""Durability (11 9s): Probability of NOT losing data over a year"", ""Availability varies: Standard (99.99%), IA (99.9%), Glacier (variable)"", ""All storage classes: Same durability guarantee"", ""Durability: Data integrity protection through redundancy""], ""otherOptions"": ""A) Different metrics with different SLA percentages\nC) Availability percentages are typically lower than durability\nD) All S3 storage classes maintain 11 9s durability""}",NULL
44,144,44,"AWS S3 Deep Dive","Application","Design Secure Architectures","A healthcare organization stores patient records in S3 and needs to maintain full control over encryption keys while ensuring HIPAA compliance. They want to minimize key management overhead but need complete audit trails. Which encryption approach provides the BEST balance?","[{""text"": ""A) SSE-S3 with AWS-managed keys"", ""isCorrect"": false}, {""text"": ""B) SSE-KMS with customer-managed keys"", ""isCorrect"": true}, {""text"": ""C) SSE-C with customer-provided keys"", ""isCorrect"": false}, {""text"": ""D) Client-side encryption with S3 Encryption Client"", ""isCorrect"": false}]","B) SSE-KMS with customer-managed keys","SSE-KMS with customer-managed keys provides control over keys, audit trails via CloudTrail, and AWS handles key management infrastructure.","{""summary"": ""SSE-KMS benefits for HIPAA compliance:"", ""breakdown"": [""Customer control: Create, rotate, and manage encryption keys"", ""Audit trails: CloudTrail logs all key usage and access"", ""AWS management: Infrastructure and availability handled by AWS"", ""HIPAA compliant: Meets regulatory requirements for key control""], ""otherOptions"": ""A) AWS-managed keys don't provide sufficient customer control\nC) SSE-C requires managing key storage and availability\nD) Client-side encryption adds complexity without AWS integration benefits""}",NULL
45,145,45,"AWS S3 Deep Dive","Expert","Design Cost-Optimized Architectures","A content delivery platform stores 200TB of video files with unpredictable access patterns. Analytics show some videos remain popular for months while others are rarely accessed after the first week. They need cost optimization without performance penalties for popular content. Which S3 storage strategy provides optimal cost savings?","[{""text"": ""A) Lifecycle policy transitioning all content to S3 IA after 30 days"", ""isCorrect"": false}, {""text"": ""B) S3 Intelligent-Tiering with Deep Archive Access tier enabled"", ""isCorrect"": true}, {""text"": ""C) Keep popular content in Standard, move others to Glacier based on view counts"", ""isCorrect"": false}, {""text"": ""D) Use S3 One Zone-IA for all content to reduce costs"", ""isCorrect"": false}]","B) S3 Intelligent-Tiering with Deep Archive Access tier enabled","S3 Intelligent-Tiering automatically optimizes costs based on access patterns without retrieval fees for frequent/infrequent tiers, perfect for unpredictable patterns.","{""summary"": ""Intelligent-Tiering benefits for unpredictable access:"", ""breakdown"": [""Automatic optimization: No manual lifecycle policies needed"", ""No retrieval fees: For frequent and infrequent access tiers"", ""Deep Archive tier: Additional savings for rarely accessed content"", ""Performance maintained: Popular content stays in frequent tier""], ""otherOptions"": ""A) Fixed lifecycle doesn't handle unpredictable patterns\nC) Manual management based on view counts is complex and error-prone\nD) One Zone-IA lacks resilience for valuable content""}",NULL
